videoid,comments,sentiment
ZBExj2SlNTw,Es una mamada que en estas épocas sigan echando mierda a cierta empresa veo muchos echando mierda a Xbox siendo que pueden tener ambos mundos sin perderse los juegos de ambas consolas el que defienda al PC o al ps4 ya es porque de plano no es un gamer es una rata el gamer juega de todo en todas la consolas no defienda o no se casa con una marca que el monopolio es malo y jode la industria .......,-1
VWLTBjsm4Po,#17 on trending,0
c2BcR39AtxE,maybe the cursing emoji is the *b word...*,0
btPqKAGyajM,Is there any kind of non-Euclidean geometry where an all-hexagon ball does exist?,0
ppGCbh8ggUs,This is a hell of a way to celebrate 9/11,0
73GicaeMo_E,"There are 30,000 gun related deaths per year by firearms, and this number is not disputed. The U.S. population is 324,059,091 as of June 22, 2016. Do the math: 0.000000925% of the population dies from gun related actions each year. Statistically speaking, this is insignificant! What is never told, however, is a breakdown of those 30,000 deaths, to put them in perspective as compared to other causes of death:  65% of those deaths are by suicide, which would never be prevented by gun laws.  15% are by law enforcement in the line of duty and justified.  17% are through criminal activity, gang and drug related or mentally ill persons  better known as gun violence.  3% are accidental discharge deaths. So technically, gun violence is not 30,000 annually, but drops to 5,100. Still too many? Now lets look at how those deaths spanned across the nation.  762 homicides (9.4%) were in Chicago  344 homicides (6.7%) were in Baltimore  333 homicides (6.5%) were in Detroit  119 homicides (2.3%) were in Washington D.C. (a 54% increase over prior years) So basically, 25% of all gun crime happens in just 4 cities. All 4 of those cities have strict gun laws, so it is not the lack of law that is the root cause. This basically leaves 3,825 for the entire rest of the nation, or about 75 deaths per state. That is an average because some States have much higher rates than others. For example, California had 1,169 and Alabama had 1. Now, who has the strictest gun laws by far? California, of course, but understand, it is not guns causing this. It is a crime rate spawned by the number of criminal persons residing in those cities and states. So if all cities and states are not created equal, then there must be something other than the tool causing the gun deaths. Are 5,100 deaths per year horrific? How about in comparison to other deaths? All death is sad and especially so when it is in the commission of a crime but that is the nature of crime. Robbery, death, rape, assault are all done by criminals. It is ludicrous to think that criminals will obey laws. That is why they are called criminals. But what about other deaths each year?  40,000+ die from a drug overdoseTHERE IS NO EXCUSE FOR THAT!  36,000 people die per year from the flu, far exceeding the criminal gun deaths.  34,000 people die per year in traffic fatalities(exceeding gun deaths even if you include suicide). Now it gets good:  200,000+ people die each year (and growing) from preventable medical errors. You are safer walking in the worst areas of Chicago than you are when you are in a hospital!  710,000 people die per year from heart disease. Its time to stop the double cheeseburgers! So what is the point? If the liberal loons and the anti-gun movement focused their attention on heart disease, even a 10% decrease in cardiac deaths would save twice the number of lives annually of all gun-related deaths (including suicide, law enforcement, etc.). A 10% reduction in medical errors would be 66% of the total number of gun deaths or 4 times the number of criminal homicides ................ Simple, easily preventable 10% reductions! So you have to ask yourself, in the grand scheme of things, why the focus on guns? It's pretty simple: Taking away guns gives control to governments. The founders of this nation knew that regardless of the form of government, those in power may become corrupt and seek to rule as the British did by trying to disarm the populace of the colonies. It is not difficult to understand that a disarmed populace is a controlled populace. Thus, the second amendment was proudly and boldly included in the U.S. Constitution. It must be preserved at all costs. So the next time someone tries to tell you that gun control is about saving lives, look at these facts and remember these words from Noah Webster: Before a standing army can rule, the people must be disarmed. We now know what they're trying to do",-1
J_ub7Etch2U,his voice is really proper in winter..!,0
o4os5TXo6Vk,This was absolutely beautiful!! I cried because this was so deep and you were so open with us about your brother,1
v0zIWuPHbAY,Paramjeet shading Jake Paul: hopefully he's an only child during the Logan Paul reaction,1
gYqThW71pc0,Lmao everyone in the cinema I was at was either quiet or laughing  tf,1
hlBAN-vY7y4,"Omg!! I died a little looking at the pic of your ankle seriously so painful but thank goodness you did not break it. Also I ordered your new book I can't wait, hopefully the shipping to the US doesn't take forever. Have a lovely day ",1
pmHcdGpgQb8,Awkward,0
VzPD009qTN4,I have a gut feeling that this is false.,0
PJrvXd2J_2c,Throw the book at this pervert.,-1
85cgOHCUeaA,Wendy really needs to deflated them overblown balloons down some. LOL,1
fmIGnd98DX4,Makes me want to buy one just for all those purposes,0
RIz3klPET3o,amazing,1
Gv69uNr3Tf4,If he gets to live playoffs where America votes then he automatically wins.  He is already so popular and has won the hearts of millions.  All Adam has to do if he wants to win this is not mess up and not make the wrong choice (like he has so many times in the past...).,1
w7h--c54_O8,Do more vidios with ijustine plz,0
E3DWd2dTiaQ,Wheeeey I have that same message board imma do this,0
M2bUl404n_Q,You said it rite the first time is said bosha and the feet mask is amaze balls it works very very well!,1
Gw01t6btiR0,You look great blonde!,1
w8jscru2mDE,subscribe in my channel and i will subscribe in your channel,0
RwWxyynb_sA,"Dear Hannah, I want to thank you for a lot of things but I think I'll tell you a story first, so here goes nothing:  It was 11:45 or something and we were sitting on the tables because it was breakfast break (we have that at my school). Everyone is really exited because Anderson asked Eva if she wanted to go to dance lessons for the 9th grade dance (we have that at our school too). There is a certain pressure in the room because              everyone is expecting other boys to ask other girls... who do I want to dance with me? I ask myself...without hesitating I already know: Andrew, with the ginger hair who sits behind me. Without thinking twice about it I ask him: are you going to dance lessons? No, I don't have anyone to go with and he turns around, almost in shame, because he can't  pluck up the courage to ask anyone. Do you want to dance with me? I ask and I see his face light up...I still don't know if in embarrassment or happiness. Yeah, I'd love to he says. Why? Don't you have a boyfriend? Because I like you...I  a friend way and he's not my boyfriend, he's my best friend plus he's too old for the dance, he'd have to be 4 years younger   Later that day alot of my friends had been asked out to dance, but none of them had asked any boy. Who are you dancing with? They asked me. Andrew. oh, did he ask you?  No, I asked him *silence*  They didn't seem to get the idea that it was totally fine to ask a boy out! (Not even out, to dance lessons!!)  But sure enough the girls that weren't asked, asked the boys themselves the next day. Hooray for empowering women!   I'm telling you this because I think women like you Hannah, gave me the confidence to do my little act of rebellion against societies ideas.   I probably git some stuff wrong and part of its cheesy but I hope I got out what I could. Thankyou Hannah:)",1
pi2k1u6eZuI,German Broadchurch? Yes please.,1
UkMZJrbCRdQ,"Just remember this channels partner channel minutephysics just made a funding appeal for those scam particle accelerator assisted solar films manufacturing technology...  Once a liar always a liar, I'm a sucker for ethical practices so I felt the urge to comment please ignore if you are offended or type a cuss word down below... Thanks and peace",-1
sjlHnJvXdQs,Please choose a way to pay for your new iPhone X: - Credit - Debit - Kidney,1
V_dsWL6VcjU,TWICEE! Why so georgeous? <3,0
qm1Pd7bctaU,I'd throw my drink at her.,0
uy1FAz6zrQE,This show is so good I'm ready for THE hannie moment in the next episode,1
KCNvREKTnQc,But no one knew right meryl streep?,-1
e9m4O1mjk1M,Dt on point,0
1pCSv7uXcxE,mad seeing ellie on your vlogs when I see her round uni all the time,-1
TltKWHiBZ1M,Omg get him on as a commentator!!! Never heard anything so real- us fans relate to guys like that- he needs to be on match of the with ian wright,1
22RRaO5AuOo,"Damn, this is so rudeee",-1
5qkgFES0r-U,"Aww you're such a sweet person. I hate that people are so rude to you, like geez. You're so talented, and very mature for your age. ",1
jK6BesOrfws,2:47 WHAT HAHAHAHAHAHAHAHSHSHAH,0
JdqUUKEATiw,"Thank you for making this. The emotional toll that acne has on a person is never talked about, but it's so real.",0
Vx0oRAg47Bo,Lazer Team 2: The movie the community wasn't really clamoring for but I guess we'll still watch it anyways and at least we don't have to crowd fund it this time so that's a plus,1
Z2vpNdieJZM,It's okay bubz my little one had her second lot of immunisations two weeks ago and I had a really bad tummy twice in a row! Luckily I didn't mess myself but I think the rota virus is really easy to catch with babies and whom ever is changing them lol!,1
WRplVmpZCa8,GENIAAAAAAAAAAL !!!!!!  GREAT !!!!!!!!!!!!!!!!!!!!!!!!!,1
MrujGOjzUI4,Awww omg why did I actually say awwww in the beginning,0
FgSSk7xLW9w,#QTMBA I'd start flapping my arms to fly.,0
Me72dNRpjcU,TACKY VIDEO THAT DOES NOT RELATE TO THE TOPIC SHE LOOKS LIKE A CHEAP WHORE AND THE SONG IS LAME PERIOD.THATS WHY SCHOOLGIRLS ARE WALKING AROUND DRESSED LIKE WHORES BECAUSE OF PEOPLE LIKE HER.THERE IS NO NEED TO BE DRESSED LIKE THAT.AND ALL FOR A CLICK OF A MOUSE ON HERE.,-1
0G9L9QKTSQM,that fucking lip job is ugly as shit,-1
gqYZLNMDVJc,RIP tom....,0
VH1RwkrHPvA,"While I enjoy watching foodwishes, I can tell you quite certainly that I will never make this.",1
AI9gBDrccZ8,Joseph Parker v Hughie Fury - WHO WINS?,0
BnouDpcreyI,its been 2 days.....,0
RpE_vEzZYD0,Did they turn Laurence's mic off,0
WYYvHb03Eog,X gon' give it to ya.,0
egrPLSAtMnA,Id call the cardi towards the end denim blue,0
a9Zi-RhcOGs,Looks like Sarah is team Walker.,1
_PVVE2x4y-E,Getting my order tomorrow can't wait,0
OCDo5yQDnro,Great interview,1
h9TlaYxoOO8,somebody knows which are that glasses??? pleaseee,0
bMaEZibICXM,Idk why but this video didn't show up in my subscription queue. Luckily it showed up in recommended because I love your vlogs!,1
zTjcPeb2Gwg,haggardo versoza,0
pCHmqeHEybg,Yes,1
pqSN7lsPs2k,덕중의 덕은 양덕이라 하였노라,0
pCHmqeHEybg,Haha yes but that's why he is the boss!,1
dXhDtNRYc4Y,"I can't see all those captions on my phone. Please, use the biggest font possible! Lol",1
nKzsgC6FUds,When Alessia Cara came on the radio I died.,-1
QBGaO89cBMI,A funny Radiohead video. Something's out of order,1
qdWUQGHtyPk,"I live in Canada and I am in the Canadian navy and I just dont think this would never happen here, but as an active member in the navy I would feel sad too see Canadians ever doing this but everyone one does have the right to free of speech and protest. I would have tired a different less harsh approach to the situation the trump did.",-1
5MYuX9vrP_o,Okay no space legs.... but hot damn I bloody like what I saw and heard here... good job Frontier,0
FfRGxN2zeWU,That note at 1:30! Amazing kid!,1
YYmlI7yT9cg,LOVED IT! It's a very good song! #Venezuela,1
1Yt1O-OhAm4,That monocle though!!!,0
cq50fkILrwM,I found E&J fragrances in Fenwick as well.,0
x_Akn8fUBeQ,What's this music?,0
7wGDvthZ0ng,at first i thought u wernt wearing a shirt,0
WfjZ1otkS3o,"If you sign up to serve in the military but you are racist to a certain group,  then why should anybody trust you to serve Americans.  EDIT: Or other countries for a fact.",0
FpZ1sIjQrf4,#random Lilly's eyes are Beautiful AF,1
_5wCA9OM00o,"Every time I watch your vlogs, I am always reminded how humble and funny you are. This video is the perfect reason why you're my role model. Even though you've accomplished so much, you're always so honest. I appreciate seeing the behind the scenes of everything you do. Thanks for always staying classy yet sassy  xx",1
ARSNaSeT9hw,Once again you guys just make my day LOL,1
TxIO9IiU8A0,"I love that one guy who is just looking around the room, wondering, is no one hearing what I'm hearing. X'D",1
qpv7-cyIQ20,VIP my squad,1
rXrQZ_1VGd0,"People bagging him out for thinking he ran, but when it's proven that he actually tried to help, you all still find something negative. Should all be ashamed. Sure asking a cop for a gun was silly but in the moment he probably didn't think it through.",-1
rUkHLs9RHP0,Dang. When I was 5 I fell on the back of my head. Didn't get a concussion but did crack the back of my skull. Stayed 5 days in the hospital and my mom was charged of 1k. (Didn't know why. Slept most of the time) Oh yeah LOTS OF FUCKING BLOOD.,0
mNGGfLV3amY,Oh my gosh Isaac is so well mannered! So cute!,1
IYvEhgYy35I,zip ... lock ...,0
qZW84u3UfiY,I love your pint,1
Ca3rEOlAfpc,The thumbnail made me horny!,0
Z-LmHjkN2EU,guy in tractor jumped out at 0:06,0
FN5n87Gj0LM,You seem really enlightened. I wonder why you still eat animals?,1
PJrvXd2J_2c,"That's not good, of course. But come on! All these celebs would be nobody without his help. And if some of them said No to hime, they said Yes to other perverts.",-1
5al17hlhowA,When have I ever been excited? -Dogman,1
cqSlyWXar8I,What did one wall say to the other wall?       Meet you at the corner once I'm done giving birth to this child.,1
11S5tcT2Tm0,Been a fan for years. Even watch you're collabs with various youtuber's and of course the whole Dancing with the Stras thing. Love everything you do. Keep it up chick.,1
a7Sf_H2cFdM,#1 TRENDING!!!!!!,0
Lk7iJthBk6I,HOT FIRE  GIRL,-1
lIY6zFL95hE,1:51 freaking sick...holy shit!!!!,-1
X_PZvUM8P_U,this scene was so confusing to watch honestly I couldn't really follow it the first time I saw the episode I didn't know what was going on,0
HuoOEry-Yc4,ナヨンと寄りのallペンの人,0
ql0Op1VcELw,"When you're talking about trains and electric planes, you have to consider that the American train system is awful everywhere else than the Northeast, so they could potentially dominate the market in the Western united States",0
XIUGqfTkaWk,This foundation has looked terrible  in many of the reviews I have watched. I will definitely be passing on this one.,0
8PDnSzf_TV8,"To all the people confused by this product, I think it's an obvious competitor to the Microsoft Surface Laptop. It's at the same price, but the pixelbook has better specs. The surface laptop has the gimped Windows 10 S which limits you to only being able to use apps from the Windows store, giving it pretty much the same functionality as Chrome OS.",1
gFIUXqcOulA,i fell so in love with dinah i cant help,1
q6yzrZfgQvI,зе бест оф за последнее время,0
